Name,CAS,Phase,Tchar,thetachar,DeltaCp,phi0,Source,Cat_1,Cat_2,Cat_3
123478-HxCDD,39227-28-6,RtxDioxin2,319.28,40.653,113.74,0.0005555555555555556,Stultz2020,PCDD,,
123678-HxCDD,57653-85-7,RtxDioxin2,321.1,40.619,107.76,0.0005555555555555556,Stultz2020,PCDD,,
123789-HxCDD,19408-74-3,RtxDioxin2,322.47,40.459,91.293,0.0005555555555555556,Stultz2020,PCDD,,
1234678-HPCDD,35822-46-9,RtxDioxin2,338.21,42.144,118.07,0.0005555555555555556,Stultz2020,PCDD,,
2378-TCDF,51207-31-9,RtxDioxin2,284.38,38.458,77.408,0.0005555555555555556,Stultz2020,PCDF,,
12378-PCDF,57117-41-6,RtxDioxin2,300.09,39.913,87.967,0.0005555555555555556,Stultz2020,PCDF,,
23478-PCDF,57117-31-4,RtxDioxin2,302.54,39.542,92.374,0.0005555555555555556,Stultz2020,PCDF,,
123478-HxCDF,70648-26-9,RtxDioxin2,318.19,41.712,111.16,0.0005555555555555556,Stultz2020,PCDF,,
123678-HxCDF,57117-44-9,RtxDioxin2,316.19,40.743,102.1,0.0005555555555555556,Stultz2020,PCDF,,
234678-HxCDF,60851-34-5,RtxDioxin2,319.9,40.906,104.26,0.0005555555555555556,Stultz2020,PCDF,,
123789-HxCDF,72918-21-9,RtxDioxin2,325.41,42.005,100.94,0.0005555555555555556,Stultz2020,PCDF,,
1234678-HpCDF,67562-39-4,RtxDioxin2,334.39,42.595,112.83,0.0005555555555555556,Stultz2020,PCDF,,
1234789-HpCDF,55673-89-7,RtxDioxin2,342.1,43.507,117.57,0.0005555555555555556,Stultz2020,PCDF,,
2378-TCDD,1746-01-6,Rxi17SilMS,303.23,46.727,222.25,0.001,Stultz2020,PCDD,,
12378-PCDD,40321-76-4,Rxi17SilMS,322.52,48.528,207.53,0.001,Stultz2020,PCDD,,
123478-HxCDD,39227-28-6,Rxi17SilMS,340.86,50.873,200.38,0.001,Stultz2020,PCDD,,
123678-HxCDD,57653-85-7,Rxi17SilMS,340.13,49.257,189.4,0.001,Stultz2020,PCDD,,
123789-HxCDD,19408-74-3,Rxi17SilMS,344.97,50.341,177.76,0.001,Stultz2020,PCDD,,
1234678-HPCDD,35822-46-9,Rxi17SilMS,353.57,43.727,37.166,0.001,Stultz2020,PCDD,,
2378-TCDF,51207-31-9,Rxi17SilMS,301.72,46.438,217.92,0.001,Stultz2020,PCDF,,
12378-PCDF,57117-41-6,Rxi17SilMS,319.96,49.148,197.05,0.001,Stultz2020,PCDF,,
23478-PCDF,57117-31-4,Rxi17SilMS,324.29,48.508,190.9,0.001,Stultz2020,PCDF,,
123478-HxCDF,70648-26-9,Rxi17SilMS,339.59,51.592,189.49,0.001,Stultz2020,PCDF,,
123678-HxCDF,57117-44-9,Rxi17SilMS,339.57,50.303,177.68,0.001,Stultz2020,PCDF,,
234678-HxCDF,60851-34-5,Rxi17SilMS,344.22,50.342,178.18,0.001,Stultz2020,PCDF,,
123789-HxCDF,72918-21-9,Rxi17SilMS,354.15,53.722,176.02,0.001,Stultz2020,PCDF,,
1234678-HpCDF,67562-39-4,Rxi17SilMS,353.45,51.509,175.93,0.001,Stultz2020,PCDF,,
2-Naphthol,135-19-3,HP-5ms,189.3,34.7,82.618,0.001,Ulrich2012,,,
2-Methylanthracene,613-12-7,HP-5ms,246.77,45.441,132.38,0.001,Ulrich2012,,,
"2,3,5-Trichlorophenol",933-78-8,HP-5ms,163.77,33.614,70.672,0.001,Ulrich2012,,,
4-Methoxy-1-Naphthaldehyde,15971-29-6,HP-5ms,233.74,41.736,132.38,0.001,Ulrich2012,,,
3-Phenoxyphenol,713-68-8,HP-5ms,213.24,33.759,83.239,0.001,Ulrich2012,,,
2-Methoxy-1-Naphthaldehyde,5392-12-1,HP-5ms,226.34,35.283,47.031,0.001,Ulrich2012,,,
1-Naphthalen-1-yl Acetate,830-81-9,HP-5ms,197.25,33.802,35.085,0.001,Ulrich2012,,,
Methyl 1-Naphthoate,2459-24-7,HP-5ms,203.88,34.308,30.236,0.001,Ulrich2012,,,
4-Phenoxyphenol,831-82-3,HP-5ms,213.9,34.473,88.088,0.001,Ulrich2012,,,
1-(2-hydroxynaphthalen-1-yl)ethanone,574-19-6,HP-5ms,218.48,37.996,41.544,0.001,Ulrich2012,,,
1-(1-hydroxynaphthalen-2-yl)ethanone,711-79-5,HP-5ms,214.52,35.272,26.997,0.001,Ulrich2012,,,
2-Phenoxyphenol,2417-10-9,HP-5ms,193.61,33.929,38.323,0.001,Ulrich2012,,,
1-Methylnaphthalene,90-12-0,PTE-5,156.28,32.017,11.751,0.001,Ulrich2012,,,
2-Naphthol,135-19-3,PTE-5,186.7,32.769,38.323,0.001,Ulrich2012,,,
2-Methylanthracene,613-12-7,PTE-5,237.18,37.152,47.031,0.001,Ulrich2012,,,
1-Decanol,112-30-1,PTE-5,148.65,29.719,81.556,0.001,Ulrich2012,alcohol,alcohols,
4-Methoxy-1-Naphthaldehyde,15971-29-6,PTE-5,233.12,42.645,135.62,0.001,Ulrich2012,,,
3-Phenoxyphenol,713-68-8,PTE-5,213.24,35.831,127.53,0.001,Ulrich2012,,,
Methyl 2-Naphthoate,2459-25-8,PTE-5,206.0,37.316,110.74,0.001,Ulrich2012,,,
"Biphenyl-2,5-diol",1079-21-6,PTE-5,230.32,40.34,160.5,0.001,Ulrich2012,,,
2-Methoxy-1-Naphthaldehyde,5392-12-1,PTE-5,228.08,40.22,132.38,0.001,Ulrich2012,,,
1-Naphthalen-1-yl Acetate,830-81-9,PTE-5,195.19,34.515,74.531,0.001,Ulrich2012,,,
Methyl 1-Naphthoate,2459-24-7,PTE-5,201.59,34.125,36.447,0.001,Ulrich2012,,,
4-Phenoxyphenol,831-82-3,PTE-5,215.91,38.941,171.83,0.001,Ulrich2012,,,
Naphthalen-2-yl Acetate,1523-11-1,PTE-5,198.4,35.148,74.531,0.001,Ulrich2012,,,
1-(1-hydroxynaphthalen-2-yl)ethanone,711-79-5,PTE-5,215.13,36.685,36.695,0.001,Ulrich2012,,,
2-Phenoxyphenol,2417-10-9,PTE-5,192.53,35.37,82.618,0.001,Ulrich2012,,,
2-Chloroaniline,95-51-2,SPB1000,189.84,34.223,77.769,0.001282051282051282,Ulrich2012,aromatic,,
1-Methylnaphthalene,90-12-0,SPB1000,185.36,40.252,151.18,0.001282051282051282,Ulrich2012,,,
Propiophenone,93-55-0,SPB1000,166.33,36.557,198.71,0.001282051282051282,Ulrich2012,phenones,phenone,
2-Naphthol,135-19-3,SPB1000,299.49,50.029,173.85,0.001282051282051282,Ulrich2012,,,
2-Methylanthracene,613-12-7,SPB1000,287.43,47.169,100.03,0.001282051282051282,Ulrich2012,,,
"2,3,5-Trichlorophenol",933-78-8,SPB1000,246.39,39.036,165.97,0.001282051282051282,Ulrich2012,,,
1-Decanol,112-30-1,SPB1000,167.33,32.861,139.85,0.001282051282051282,Ulrich2012,alcohol,alcohols,
4-Methoxy-1-Naphthaldehyde,15971-29-6,SPB1000,326.26,80.435,207.01,0.001282051282051282,Ulrich2012,,,
Methyl 2-Naphthoate,2459-25-8,SPB1000,253.89,44.184,119.45,0.001282051282051282,Ulrich2012,,,
2-Methoxy-1-Naphthaldehyde,5392-12-1,SPB1000,308.7,64.258,198.72,0.001282051282051282,Ulrich2012,,,
1-Naphthalen-1-yl Acetate,830-81-9,SPB1000,247.32,41.544,114.6,0.001282051282051282,Ulrich2012,,,
Methyl 1-Naphthoate,2459-24-7,SPB1000,244.85,36.933,38.944,0.001282051282051282,Ulrich2012,,,
1-(2-hydroxynaphthalen-1-yl)ethanone,574-19-6,SPB1000,275.62,43.267,95.185,0.001282051282051282,Ulrich2012,,,
Naphthalen-2-yl Acetate,1523-11-1,SPB1000,250.07,42.091,116.21,0.001282051282051282,Ulrich2012,,,
1-(1-hydroxynaphthalen-2-yl)ethanone,711-79-5,SPB1000,264.82,42.499,75.152,0.001282051282051282,Ulrich2012,,,
2-Phenoxyphenol,2417-10-9,SPB1000,258.73,42.549,164.36,0.001282051282051282,Ulrich2012,,,
2-Chloroaniline,95-51-2,SPB20,134.26,30.689,27.564,0.001282051282051282,Ulrich2012,aromatic,,
1-Methylnaphthalene,90-12-0,SPB20,159.54,32.304,24.766,0.001282051282051282,Ulrich2012,,,
Propiophenone,93-55-0,SPB20,137.97,29.214,11.751,0.001282051282051282,Ulrich2012,phenones,phenone,
2-Naphthol,135-19-3,SPB20,195.19,34.515,74.531,0.001282051282051282,Ulrich2012,,,
2-Methylanthracene,613-12-7,SPB20,245.88,39.5,78.39,0.001282051282051282,Ulrich2012,,,
"2,3,5-Trichlorophenol",933-78-8,SPB20,165.33,33.933,70.672,0.001282051282051282,Ulrich2012,,,
4-Methoxy-1-Naphthaldehyde,15971-29-6,SPB20,237.46,36.945,75.152,0.001282051282051282,Ulrich2012,,,
3-Phenoxyphenol,713-68-8,SPB20,223.08,38.335,160.5,0.001282051282051282,Ulrich2012,,,
Methyl 2-Naphthoate,2459-25-8,SPB20,212.48,37.238,102.65,0.001282051282051282,Ulrich2012,,,
"Biphenyl-2,5-diol",1079-21-6,SPB20,243.51,42.669,157.91,0.001282051282051282,Ulrich2012,,,
2-Methoxy-1-Naphthaldehyde,5392-12-1,SPB20,240.93,43.473,160.5,0.001282051282051282,Ulrich2012,,,
1-Naphthalen-1-yl Acetate,830-81-9,SPB20,202.99,35.777,107.5,0.001282051282051282,Ulrich2012,,,
Methyl 1-Naphthoate,2459-24-7,SPB20,209.09,35.173,61.595,0.001282051282051282,Ulrich2012,,,
4-Phenoxyphenol,831-82-3,SPB20,222.51,36.464,119.45,0.001282051282051282,Ulrich2012,,,
1-(2-hydroxynaphthalen-1-yl)ethanone,574-19-6,SPB20,224.73,42.243,143.71,0.001282051282051282,Ulrich2012,,,
Naphthalen-2-yl Acetate,1523-11-1,SPB20,204.94,35.568,102.65,0.001282051282051282,Ulrich2012,,,
1-(1-hydroxynaphthalen-2-yl)ethanone,711-79-5,SPB20,219.49,34.668,18.91,0.001282051282051282,Ulrich2012,,,
2-Phenoxyphenol,2417-10-9,SPB20,197.67,34.831,76.142,0.001282051282051282,Ulrich2012,,,
2-Chloroaniline,95-51-2,SPBoctyl,180.92,43.112,20.906,0.0003201024327784891,Ulrich2012,aromatic,,
2-Naphthol,135-19-3,SPBoctyl,245.82,49.488,59.346,0.0003201024327784891,Ulrich2012,,,
"2,3,5-Trichlorophenol",933-78-8,SPBoctyl,224.95,46.397,34.464,0.0003201024327784891,Ulrich2012,,,
1-Decanol,112-30-1,SPBoctyl,198.01,41.201,70.672,0.0003201024327784891,Ulrich2012,alcohol,alcohols,
4-Methoxy-1-Naphthaldehyde,15971-29-6,SPBoctyl,293.37,49.281,50.269,0.0003201024327784891,Ulrich2012,,,
3-Phenoxyphenol,713-68-8,SPBoctyl,275.49,55.751,107.5,0.0003201024327784891,Ulrich2012,,,
Methyl 2-Naphthoate,2459-25-8,SPBoctyl,268.11,47.275,49.263,0.0003201024327784891,Ulrich2012,,,
"Biphenyl-2,5-diol",1079-21-6,SPBoctyl,292.44,57.897,99.413,0.0003201024327784891,Ulrich2012,,,
2-Methoxy-1-Naphthaldehyde,5392-12-1,SPBoctyl,283.18,44.236,26.21,0.0003201024327784891,Ulrich2012,,,
1-Naphthalen-1-yl Acetate,830-81-9,SPBoctyl,259.3,51.852,82.618,0.0003201024327784891,Ulrich2012,,,
Methyl 1-Naphthoate,2459-24-7,SPBoctyl,270.83,51.968,76.142,0.0003201024327784891,Ulrich2012,,,
4-Phenoxyphenol,831-82-3,SPBoctyl,270.58,49.249,66.444,0.0003201024327784891,Ulrich2012,,,
1-(2-hydroxynaphthalen-1-yl)ethanone,574-19-6,SPBoctyl,285.2,54.461,71.293,0.0003201024327784891,Ulrich2012,,,
Naphthalen-2-yl Acetate,1523-11-1,SPBoctyl,258.38,47.547,57.421,0.0003201024327784891,Ulrich2012,,,
1-(1-hydroxynaphthalen-2-yl)ethanone,711-79-5,SPBoctyl,287.11,53.468,66.444,0.0003201024327784891,Ulrich2012,,,
2-Phenoxyphenol,2417-10-9,SPBoctyl,253.64,48.973,65.579,0.0003201024327784891,Ulrich2012,,,
2-Chloroaniline,95-51-2,SUPELCOWAX,255.45,55.437,123.68,0.0003201024327784891,Ulrich2012,aromatic,,
1-Methylnaphthalene,90-12-0,SUPELCOWAX,253.16,60.111,106.88,0.0003201024327784891,Ulrich2012,,,
Propiophenone,93-55-0,SUPELCOWAX,224.62,48.0,70.672,0.0003201024327784891,Ulrich2012,phenones,phenone,
"2,3,5-Trichlorophenol",933-78-8,SUPELCOWAX,313.21,58.282,129.68,0.0003201024327784891,Ulrich2012,,,
1-Decanol,112-30-1,SUPELCOWAX,215.14,40.367,82.618,0.0003201024327784891,Ulrich2012,alcohol,alcohols,
Methyl 2-Naphthoate,2459-25-8,SUPELCOWAX,354.19,97.641,154.55,0.0003201024327784891,Ulrich2012,,,
1-Naphthalen-1-yl Acetate,830-81-9,SUPELCOWAX,306.16,50.172,60.638,0.0003201024327784891,Ulrich2012,,,
Methyl 1-Naphthoate,2459-24-7,SUPELCOWAX,347.62,92.792,154.55,0.0003201024327784891,Ulrich2012,,,
1-(2-hydroxynaphthalen-1-yl)ethanone,574-19-6,SUPELCOWAX,368.54,81.759,129.68,0.0003201024327784891,Ulrich2012,,,
Naphthalen-2-yl Acetate,1523-11-1,SUPELCOWAX,334.52,77.146,146.26,0.0003201024327784891,Ulrich2012,,,
1-(1-hydroxynaphthalen-2-yl)ethanone,711-79-5,SUPELCOWAX,331.85,56.297,60.638,0.0003201024327784891,Ulrich2012,,,
2-Phenoxyphenol,2417-10-9,SUPELCOWAX,316.92,52.861,113.1,0.0003201024327784891,Ulrich2012,,,
2-Naphthol,135-19-3,ZB-35HT,208.05,35.609,66.444,0.001,Ulrich2012,,,
2-Methylanthracene,613-12-7,ZB-35HT,256.12,38.029,52.349,0.001,Ulrich2012,,,
"2,3,5-Trichlorophenol",933-78-8,ZB-35HT,172.77,34.672,67.434,0.001,Ulrich2012,,,
1-Decanol,112-30-1,ZB-35HT,147.08,28.353,54.497,0.001,Ulrich2012,alcohol,alcohols,
4-Methoxy-1-Naphthaldehyde,15971-29-6,ZB-35HT,255.68,43.125,137.97,0.001,Ulrich2012,,,
3-Phenoxyphenol,713-68-8,ZB-35HT,232.94,36.431,108.12,0.001,Ulrich2012,,,
Methyl 2-Naphthoate,2459-25-8,ZB-35HT,222.07,36.917,91.326,0.001,Ulrich2012,,,
1-Naphthalen-1-yl Acetate,830-81-9,ZB-35HT,211.11,34.028,55.118,0.001,Ulrich2012,,,
Methyl 1-Naphthoate,2459-24-7,ZB-35HT,219.1,35.434,55.118,0.001,Ulrich2012,,,
4-Phenoxyphenol,831-82-3,ZB-35HT,231.95,34.51,67.065,0.001,Ulrich2012,,,
Naphthalen-2-yl Acetate,1523-11-1,ZB-35HT,214.27,34.579,55.118,0.001,Ulrich2012,,,
1-(1-hydroxynaphthalen-2-yl)ethanone,711-79-5,ZB-35HT,232.38,37.139,50.269,0.001,Ulrich2012,,,
2-Phenoxyphenol,2417-10-9,ZB-35HT,207.41,36.109,102.65,0.001,Ulrich2012,,,
1-Methylnaphthalene,90-12-0,ZB-XLB-HT,170.39,34.483,31.225,0.001,Ulrich2012,,,
2-Naphthol,135-19-3,ZB-XLB-HT,202.99,36.736,79.38,0.001,Ulrich2012,,,
2-Methylanthracene,613-12-7,ZB-XLB-HT,257.72,40.018,60.638,0.001,Ulrich2012,,,
"2,3,5-Trichlorophenol",933-78-8,ZB-XLB-HT,175.21,34.752,26.376,0.001,Ulrich2012,,,
1-Decanol,112-30-1,ZB-XLB-HT,156.99,30.554,18.289,0.001,Ulrich2012,alcohol,alcohols,
4-Methoxy-1-Naphthaldehyde,15971-29-6,ZB-XLB-HT,247.05,38.823,75.152,0.001,Ulrich2012,,,
3-Phenoxyphenol,713-68-8,ZB-XLB-HT,228.64,38.615,124.3,0.001,Ulrich2012,,,
Methyl 2-Naphthoate,2459-25-8,ZB-XLB-HT,218.69,34.547,18.91,0.001,Ulrich2012,,,
2-Methoxy-1-Naphthaldehyde,5392-12-1,ZB-XLB-HT,243.51,38.12,75.152,0.001,Ulrich2012,,,
1-Naphthalen-1-yl Acetate,830-81-9,ZB-XLB-HT,208.87,35.767,66.444,0.001,Ulrich2012,,,
Methyl 1-Naphthoate,2459-24-7,ZB-XLB-HT,217.36,36.575,63.205,0.001,Ulrich2012,,,
4-Phenoxyphenol,831-82-3,ZB-XLB-HT,228.64,38.615,124.3,0.001,Ulrich2012,,,
Naphthalen-2-yl Acetate,1523-11-1,ZB-XLB-HT,214.07,38.329,107.5,0.001,Ulrich2012,,,
1-(1-hydroxynaphthalen-2-yl)ethanone,711-79-5,ZB-XLB-HT,236.33,42.813,104.26,0.001,Ulrich2012,,,
2-Phenoxyphenol,2417-10-9,ZB-XLB-HT,204.99,36.48,74.531,0.001,Ulrich2012,,,
Dibenzylamine,103-49-1,HP-5ms,214.61,34.012,31.94,0.001,Ulrich2012cor,,,
2-Nitrophenol,88-75-5,HP-5ms,132.12,30.725,30.39,0.001,Ulrich2012cor,aromatic,,
Naphthalene,91-20-3,HP-5ms,141.95,32.09,5.5336,0.001,Ulrich2012cor,PAH,,
4-Chlorphenol,106-48-9,HP-5ms,138.57,29.129,11.865,0.001,Ulrich2012cor,,,
"1,2,4,5-Tetrachlorbenzol",95-94-3,HP-5ms,164.4,32.908,7.0474,0.001,Ulrich2012cor,,,
Valerophenone,1009-14-9,HP-5ms,165.5,31.436,30.277,0.001,Ulrich2012cor,phenones,phenone,
Butyl benzoate,136-60-7,HP-5ms,167.4,31.175,30.347,0.001,Ulrich2012cor,,,
Diphenylether,101-84-8,HP-5ms,173.62,32.47,13.451,0.001,Ulrich2012cor,,,
Acenaphthylene,208-96-8,HP-5ms,183.22,34.594,12.643,0.001,Ulrich2012cor,PAH,,
1-Bromonaphthalene,90-11-9,HP-5ms,187.52,35.323,25.403,0.001,Ulrich2012cor,,,
Dibenzofuran,132-64-9,HP-5ms,191.9,35.469,43.663,0.001,Ulrich2012cor,,,
1-Naphthol,90-15-3,HP-5ms,187.73,34.003,69.978,0.001,Ulrich2012cor,,,
"1,3-Dinitrobenzol",99-65-0,HP-5ms,180.1,33.327,49.451,0.001,Ulrich2012cor,,,
Fluorene,86-73-7,HP-5ms,201.06,36.161,49.773,0.001,Ulrich2012cor,PAH,,
Diphenylamine,122-39-4,HP-5ms,202.73,34.662,69.984,0.001,Ulrich2012cor,,,
1-Nitronaphthalene,86-57-7,HP-5ms,203.73,35.901,47.369,0.001,Ulrich2012cor,,,
Benzophenone,119-61-9,HP-5ms,204.87,35.29,65.784,0.001,Ulrich2012cor,,,
2-phenylethenylbenzene,103-30-0,HP-5ms,214.47,35.626,66.194,0.001,Ulrich2012cor,,,
Hexachlorbenzol,118-74-1,HP-5ms,217.71,37.412,56.589,0.001,Ulrich2012cor,,,
Dibutyl Phthalate,84-74-2,HP-5ms,239.24,34.935,106.87,0.001,Ulrich2012cor,,,
Carbazole,86-74-8,HP-5ms,232.04,39.011,97.771,0.001,Ulrich2012cor,,,
Pyrene,129-00-0,HP-5ms,263.07,40.053,53.899,0.001,Ulrich2012cor,PAH,,
4-Methyl-2-Nitrophenol,119-33-5,HP-5ms,151.01,32.085,24.466,0.001,Ulrich2012cor,,,
Indole,120-72-9,HP-5ms,157.1,31.503,4.8794,0.001,Ulrich2012cor,,,
Biphenyl,92-52-4,HP-5ms,170.96,32.647,0.54842,0.001,Ulrich2012cor,,,
"2,4-Dinitrotoluol",121-14-2,HP-5ms,191.6,34.073,60.865,0.001,Ulrich2012cor,,,
Benzyl benzoate,120-51-4,HP-5ms,220.14,35.302,76.457,0.001,Ulrich2012cor,allergenic fragrances,,
Benzo[h]quinoline,230-27-3,HP-5ms,227.62,38.312,60.063,0.001,Ulrich2012cor,,,
Anthracene,120-12-7,HP-5ms,228.02,38.744,62.137,0.001,Ulrich2012cor,PAH,,
Acridine,260-94-6,HP-5ms,228.59,37.902,52.828,0.001,Ulrich2012cor,,,
Diphenylsulfoxide,945-51-7,HP-5ms,236.82,39.711,94.424,0.001,Ulrich2012cor,,,
1-Methylanthracene,610-48-0,HP-5ms,243.74,40.463,82.937,0.001,Ulrich2012cor,,,
"2,4,6-Trichlorophenol",88-06-2,HP-5ms,166.46,32.957,42.098,0.001,Ulrich2012cor,,,
Diethyl phthalate,84-66-2,HP-5ms,196.98,32.811,73.533,0.001,Ulrich2012cor,,,
Dibenzothiophene,132-65-0,HP-5ms,225.49,39.387,69.022,0.001,Ulrich2012cor,,,
Anthrachinon,84-65-1,HP-5ms,248.91,40.851,88.938,0.001,Ulrich2012cor,,,
Anthrone,90-44-8,HP-5ms,246.28,40.188,81.269,0.001,Ulrich2012cor,,,
Coumarin,91-64-5,HP-5ms,180.89,34.515,39.572,0.001,Ulrich2012cor,allergenic fragrances,,
Cyclohexanone,108-94-1,HYDRODEX,131.2,26.641,2711.4,0.001,Ulrich2012cor,ketone,,
Octanal,124-13-0,HYDRODEX,119.85,15.799,3294.4,0.001,Ulrich2012cor,aldehyde,,
"1,3-Dichlorobenzene",541-73-1,HYDRODEX,119.15,16.141,3220.4,0.001,Ulrich2012cor,aromatic,,
Cycloheptanon,502-42-1,HYDRODEX,160.88,54.678,625.9,0.001,Ulrich2012cor,,,
Benzaldehyde,100-52-7,HYDRODEX,128.22,25.118,2713.8,0.001,Ulrich2012cor,allergenic fragrances,aldehyde,
"1,2-Dichlorobenzene",95-50-1,HYDRODEX,129.47,26.364,2769.1,0.001,Ulrich2012cor,aromatic,,
Phenol,108-95-2,HYDRODEX,168.87,61.646,522.79,0.001,Ulrich2012cor,aromatic,,
4-Fluoroaniline,371-40-4,HYDRODEX,167.2,59.817,543.5,0.001,Ulrich2012cor,aromatic,,
Aniline,62-53-3,HYDRODEX,147.55,51.596,618.29,0.001,Ulrich2012cor,anilines,aromatic,
Dibenzylamine,103-49-1,HYDRODEX,274.34,83.353,216.54,0.001,Ulrich2012cor,,,
Iodobenzene,591-50-4,HYDRODEX,125.2,22.919,2739.1,0.001,Ulrich2012cor,,,
Benzonitril,100-47-0,HYDRODEX,151.95,56.968,583.67,0.001,Ulrich2012cor,,,
N-Methylaniline,100-61-8,HYDRODEX,157.04,59.16,528.47,0.001,Ulrich2012cor,,,
Acetophenone,98-86-2,HYDRODEX,156.32,60.412,570.61,0.001,Ulrich2012cor,phenones,aromatic,
4-Methylphenol,106-44-5,HYDRODEX,180.34,70.33,463.58,0.001,Ulrich2012cor,aromatic,,
Benzyl alcohol,100-51-6,HYDRODEX,162.96,61.419,551.36,0.001,Ulrich2012cor,allergenic fragrances,alcohol,
"2,4-Dimethylphenol",105-67-9,HYDRODEX,189.12,74.694,431.27,0.001,Ulrich2012cor,aromatic,,
"1,2,4-Trichlorbenzol",120-82-1,HYDRODEX,165.5,73.985,456.06,0.001,Ulrich2012cor,,,
2-Nitrophenol,88-75-5,HYDRODEX,190.81,76.638,430.79,0.001,Ulrich2012cor,aromatic,,
Naphthalene,91-20-3,HYDRODEX,172.3,90.649,439.89,0.001,Ulrich2012cor,PAH,,
"1,3-Dibromobenzene",108-36-1,HYDRODEX,170.51,87.559,447.77,0.001,Ulrich2012cor,,,
4-Chlorphenol,106-48-9,HYDRODEX,224.31,65.353,284.08,0.001,Ulrich2012cor,,,
4-Chloranilin,106-47-8,HYDRODEX,217.1,70.729,351.66,0.001,Ulrich2012cor,,,
Valerophenone,1009-14-9,HYDRODEX,213.31,94.308,345.55,0.001,Ulrich2012cor,phenones,phenone,
Cinnamaldehyde,104-55-2,HYDRODEX,215.15,94.056,309.21,0.001,Ulrich2012cor,aldehyde,allergenic fragrances,
Butyl benzoate,136-60-7,HYDRODEX,210.32,89.227,344.83,0.001,Ulrich2012cor,,,
Dibenzofuran,132-64-9,HYDRODEX,250.18,95.222,219.71,0.001,Ulrich2012cor,,,
1-Naphthol,90-15-3,HYDRODEX,268.08,65.67,249.23,0.001,Ulrich2012cor,,,
"1,3-Dinitrobenzol",99-65-0,HYDRODEX,257.28,49.198,159.92,0.001,Ulrich2012cor,,,
Diphenylamine,122-39-4,HYDRODEX,262.89,70.383,202.52,0.001,Ulrich2012cor,,,
1-Nitronaphthalene,86-57-7,HYDRODEX,282.53,99.084,214.9,0.001,Ulrich2012cor,,,
2-phenylethenylbenzene,103-30-0,HYDRODEX,273.08,80.512,196.46,0.001,Ulrich2012cor,,,
Hexachlorbenzol,118-74-1,HYDRODEX,272.02,88.362,186.82,0.001,Ulrich2012cor,,,
Phenanthrene,85-01-8,HYDRODEX,292.99,83.346,152.11,0.001,Ulrich2012cor,PAH,,
2-Nitrotoluol,88-72-2,HYDRODEX,190.9,76.854,463.56,0.001,Ulrich2012cor,,,
Butyrophenone,495-40-9,HYDRODEX,192.13,88.853,403.57,0.001,Ulrich2012cor,phenones,phenone,
Indole,120-72-9,HYDRODEX,236.03,73.062,292.69,0.001,Ulrich2012cor,,,
"2,4-Dinitrotoluol",121-14-2,HYDRODEX,263.16,51.078,181.99,0.001,Ulrich2012cor,,,
Benzo[h]quinoline,230-27-3,HYDRODEX,300.25,88.163,179.06,0.001,Ulrich2012cor,,,
Anthracene,120-12-7,HYDRODEX,298.64,91.83,167.68,0.001,Ulrich2012cor,PAH,,
Acridine,260-94-6,HYDRODEX,301.43,85.283,170.38,0.001,Ulrich2012cor,,,
1-Methylanthracene,610-48-0,HYDRODEX,313.19,87.773,157.23,0.001,Ulrich2012cor,,,
"2,4,6-Trichlorophenol",88-06-2,HYDRODEX,232.55,82.562,282.79,0.001,Ulrich2012cor,,,
Dibenzothiophene,132-65-0,HYDRODEX,292.61,88.879,165.04,0.001,Ulrich2012cor,,,
"2,3-Dimethylphenol",526-75-0,HYDRODEX,198.85,70.145,382.69,0.001,Ulrich2012cor,,,
Coumarin,91-64-5,HYDRODEX,259.71,81.897,252.69,0.001,Ulrich2012cor,allergenic fragrances,,
3-Chlorophenol,108-43-0,LIPODEX,185.96,28.374,166.69,0.001,Ulrich2012cor,,,
Phenol,108-95-2,LIPODEX,144.34,25.739,274.54,0.001,Ulrich2012cor,aromatic,,
4-Fluoroaniline,371-40-4,LIPODEX,129.53,26.099,241.11,0.001,Ulrich2012cor,aromatic,,
Aniline,62-53-3,LIPODEX,123.44,25.326,151.11,0.001,Ulrich2012cor,anilines,aromatic,
Dibenzylamine,103-49-1,LIPODEX,225.41,40.646,208.16,0.001,Ulrich2012cor,,,
N-Methylaniline,100-61-8,LIPODEX,131.89,24.8,26.376,0.001,Ulrich2012cor,,,
Acetophenone,98-86-2,LIPODEX,126.69,25.777,30.989,0.001,Ulrich2012cor,phenones,aromatic,
4-Methylphenol,106-44-5,LIPODEX,154.51,24.455,8.5867,0.001,Ulrich2012cor,aromatic,,
Benzyl alcohol,100-51-6,LIPODEX,137.98,24.214,100.98,0.001,Ulrich2012cor,allergenic fragrances,alcohol,
"2,4-Dimethylphenol",105-67-9,LIPODEX,159.75,25.287,101.03,0.001,Ulrich2012cor,aromatic,,
2-Nitrophenol,88-75-5,LIPODEX,140.41,28.229,145.07,0.001,Ulrich2012cor,aromatic,,
4-Chlorphenol,106-48-9,LIPODEX,183.88,27.571,84.029,0.001,Ulrich2012cor,,,
4-Chloranilin,106-47-8,LIPODEX,165.16,28.63,100.63,0.001,Ulrich2012cor,,,
Chinolin,91-22-5,LIPODEX,157.79,30.282,103.89,0.001,Ulrich2012cor,,,
2-Methylnaphthalen,91-57-6,LIPODEX,160.78,30.277,63.484,0.001,Ulrich2012cor,,,
